Brand,Name,Price,Power,Milage,First listing,Info,Dealer,Link
11,BMW 240 M240i xDrive Coupé,55.710 €,ca. 275 kW (374PS),20.400 km,EZ 03/2022,"Benzin, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972353568?num_on_page=5&page=1&premium=false&title=BMW+240+gebraucht+kaufen+%7C+12Gebrauchtwagen.d-2353568?num_on_page=5&page=1&premium=false&title=BMW+240+gebraucht+kaufen+%7C+12Gebrauchtwagen.de
11,BMW 320d Touring,38.282 €,ca. 140 kW (190PS),25.800 km,EZ 04/2021,"Diesel, ca. 4,2 l/100 km (komb.)*, ca. 109 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972339554?num_on_page=2&page=31&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2339554?num_on_page=2&page=31&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 340 M340d xDrive Touring,57.880 €,ca. 250 kW (340PS),17.316 km,EZ 01/2022,"Diesel, ca. 5,4 l/100 km (komb.)*, ca. 141 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972341267?num_on_page=3&page=31&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2341267?num_on_page=3&page=31&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 116i Hatch,21.690 €,ca. 80 kW (109PS),45.900 km,EZ 01/2021,"Benzin, ca. 5,4 l/100 km (komb.)*, ca. 124 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972338468?num_on_page=2&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2338468?num_on_page=2&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 430i Cabrio,72.640 €,ca. 180 kW (245PS),10 km,EZ 05/2023,"Benzin, ca. -1,0 l/100 km (komb.)*, ca. 0 g CO₂/km (komb.)*, A+++",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355010?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+430+in+D%C3%BCsseldorf+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2355010?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+430+in+D%C3%BCsseldorf+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW X1 sDrive18i,27.990 €,ca. 103 kW (140PS),32.096 km,EZ 04/2020,"Benzin, ca. 5,4 l/100 km (komb.)*, ca. 122 g CO₂/km (komb.)*, B",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354973?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2354973?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 430i Coupé,61.798 €,ca. 180 kW (245PS),500 km,EZ 04/2023,"Benzin, ca. 0 g CO₂/km (komb.)*, A+++",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972353382?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2353382?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 540i xDrive Touring,48.905 €,ca. 250 kW (340PS),67.829 km,EZ 05/2020,"Benzin, ca. 7,6 l/100 km (komb.)*, ca. 172 g CO₂/km (komb.)*, C",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354887?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+5er+in+Hamburg+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2354887?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+5er+in+Hamburg+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW 340 M340d xDrive Touring,73.850 €,ca. 250 kW (340PS),2.239 km,EZ 03/2022,"Diesel, ca. 5,7 l/100 km (komb.)*, ca. 150 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972339059?num_on_page=1&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2339059?num_on_page=1&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 520d Touring,41.340 €,ca. 140 kW (190PS),68.005 km,EZ 07/2020,"Diesel, ca. 4,4 l/100 km (komb.)*, ca. 116 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972353163?num_on_page=2&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2353163?num_on_page=2&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 218i Coupé,22.904 €,ca. 100 kW (136PS),27.920 km,EZ 03/2020,"Benzin, ca. 6,2 l/100 km (komb.)*, ca. 140 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972348857?num_on_page=3&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2348857?num_on_page=3&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 218d Active Tourer,42.950 €,ca. 110 kW (150PS),19.117 km,EZ 08/2022,"Diesel, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972344275?num_on_page=4&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2344275?num_on_page=4&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 520d Touring,48.830 €,ca. 140 kW (190PS),9.300 km,EZ 02/2022,"Diesel, ca. 4,3 l/100 km (komb.)*, ca. 113 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354423?num_on_page=3&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2354423?num_on_page=3&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 540i Limousine,37.439 €,ca. 250 kW (340PS),57.745 km,EZ 10/2018,"Benzin, ca. 7,2 l/100 km (komb.)*, ca. 164 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972338871?num_on_page=5&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2338871?num_on_page=5&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 330e Limousine,38.905 €,ca. 135 kW (184PS),16.800 km,EZ 10/2019,"Hybrid, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972335420?num_on_page=6&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2335420?num_on_page=6&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 520i Touring,74.898 €,ca. 135 kW (184PS),11 km,EZ 05/2023,"Benzin, ca. -1,0 l/100 km (komb.)*, ca. 0 g CO₂/km (komb.)*, A",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355377?num_on_page=7&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2355377?num_on_page=7&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 520d Touring,36.800 €,ca. 140 kW (190PS),55.601 km,EZ 01/2020,"Diesel, ca. 4,5 l/100 km (komb.)*, ca. 118 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972347919?num_on_page=8&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2347919?num_on_page=8&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW X5 xDrive40d,86.900 €,ca. 250 kW (340PS),9 km,EZ 05/2023,"Diesel, ca. 6,1 l/100 km (komb.)*, ca. 160 g CO₂/km (komb.)*, A",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355054?num_on_page=8&page=1&premium=false&title=Gebrauchtwagen+in+Freiburg+%7C+12Gebrauchtwagen.d-2355054?num_on_page=8&page=1&premium=false&title=Gebrauchtwagen+in+Freiburg+%7C+12Gebrauchtwagen.de
11,BMW 220d Coupé,52.490 €,ca. 140 kW (190PS),2.500 km,EZ 05/2023,"Diesel, ca. 0 g CO₂/km (komb.)*, A+++",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972352993?num_on_page=7&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2352993?num_on_page=7&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 220i Active Tourer,38.840 €,ca. 115 kW (156PS),5.274 km,EZ 07/2022,"Benzin, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972342153?num_on_page=8&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2342153?num_on_page=8&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW X2 xDrive20i,36.390 €,ca. 131 kW (178PS),11.500 km,EZ 03/2021,"Benzin, ca. 6,3 l/100 km (komb.)*, ca. 143 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972338593?num_on_page=5&page=1&premium=false&title=Alle+gebrauchten+BMW+X2+in+Dortmund+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2338593?num_on_page=5&page=1&premium=false&title=Alle+gebrauchten+BMW+X2+in+Dortmund+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW X3 M40d,52.670 €,ca. 240 kW (326PS),24.588 km,EZ 09/2019,"Diesel, ca. 6,4 l/100 km (komb.)*, ca. 169 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972336165?num_on_page=5&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2336165?num_on_page=5&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW X3 xDrive30i,43.290 €,ca. 185 kW (252PS),34.132 km,EZ 05/2019,"Benzin, ca. 7,3 l/100 km (komb.)*, ca. 167 g CO₂/km (komb.)*, C",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972350543?num_on_page=9&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2350543?num_on_page=9&page=32&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW Z4 M40i,65.799 €,ca. 250 kW (340PS),100 km,EZ 05/2023,"Benzin, ca. -1,0 l/100 km (komb.)*, ca. 0 g CO₂/km (komb.)*, A+++",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355259?num_on_page=3&page=1&premium=false&title=BMW+Z4+gebraucht+kaufen+%7C+12Gebrauchtwagen.d-2355259?num_on_page=3&page=1&premium=false&title=BMW+Z4+gebraucht+kaufen+%7C+12Gebrauchtwagen.de
11,BMW 320d Touring,35.900 €,ca. 140 kW (190PS),48.811 km,EZ 10/2019,"Diesel, ca. 4,5 l/100 km (komb.)*, ca. 118 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354562?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2354562?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 740d xDrive Limousine,68.961 €,ca. 250 kW (340PS),30.007 km,EZ 03/2022,"Diesel, ca. 5,3 l/100 km (komb.)*, ca. 140 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972338939?num_on_page=3&page=1&premium=false&title=BMW+7er+gebraucht+kaufen+%7C+12Gebrauchtwagen.d-2338939?num_on_page=3&page=1&premium=false&title=BMW+7er+gebraucht+kaufen+%7C+12Gebrauchtwagen.de
11,BMW 750d xDrive Limousine,49.180 €,ca. 294 kW (400PS),104.101 km,EZ 12/2018,"Diesel, ca. 6,4 l/100 km (komb.)*, ca. 168 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972335392?num_on_page=3&page=1&premium=false&title=BMW+7er+gebraucht+kaufen+%7C+12Gebrauchtwagen.d-2335392?num_on_page=3&page=1&premium=false&title=BMW+7er+gebraucht+kaufen+%7C+12Gebrauchtwagen.de
11,BMW 430i Cabrio,61.900 €,ca. 180 kW (245PS),12.056 km,EZ 11/2021,"Benzin, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354147?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+4er+Cabrio+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2354147?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+4er+Cabrio+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW i8 Roadster,99.790 €,ca. 170 kW (231PS),53.890 km,EZ 01/2020,"Hybrid, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972338443?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2338443?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 440 M440i Cabrio,66.640 €,ca. 275 kW (374PS),11.734 km,EZ 05/2022,"Benzin, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972352537?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+4er+in+Heilbronn+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2352537?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+4er+in+Heilbronn+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW X3 xDrive20i ZA,39.930 €,ca. 135 kW (184PS),42.972 km,EZ 03/2020,"Benzin, ca. 6,7 l/100 km (komb.)*, ca. 154 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354464?num_on_page=12&page=3&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2354464?num_on_page=12&page=3&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 118i,20.788 €,ca. 103 kW (140PS),29.931 km,EZ 01/2020,"Benzin, ca. 5,4 l/100 km (komb.)*, ca. 122 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354863?num_on_page=1&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2354863?num_on_page=1&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 520d xDrive Limousine,52.997 €,ca. 140 kW (190PS),6.700 km,EZ 04/2022,"Diesel, ca. 4,3 l/100 km (komb.)*, ca. 114 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972336989?num_on_page=8&page=2&premium=false&title=Alle+gebrauchten+BMW+5er+Limousine+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2336989?num_on_page=8&page=2&premium=false&title=Alle+gebrauchten+BMW+5er+Limousine+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW 116d,20.990 €,ca. 85 kW (116PS),50.100 km,EZ 07/2020,"Diesel, ca. 3,8 l/100 km (komb.)*, ca. 100 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972346402?num_on_page=2&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2346402?num_on_page=2&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 320d xDrive Touring,34.790 €,ca. 140 kW (190PS),50.300 km,EZ 10/2019,"Diesel, ca. 4,6 l/100 km (komb.)*, ca. 121 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972337218?num_on_page=4&page=1&premium=false&title=Alle+gebrauchten+BMW+320+in+Hannover+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2337218?num_on_page=4&page=1&premium=false&title=Alle+gebrauchten+BMW+320+in+Hannover+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW 320i Limousine,32.009 €,ca. 135 kW (184PS),72.281 km,EZ 05/2020,"Benzin, ca. 5,7 l/100 km (komb.)*, ca. 129 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355582?num_on_page=3&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2355582?num_on_page=3&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 230i Cabrio,28.950 €,ca. 185 kW (252PS),93.142 km,EZ 04/2020,"Benzin, ca. 6,3 l/100 km (komb.)*, ca. 144 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972353591?num_on_page=3&page=3&premium=false&title=BMW+2er+gebraucht+kaufen+%7C+12Gebrauchtwagen.d-2353591?num_on_page=3&page=3&premium=false&title=BMW+2er+gebraucht+kaufen+%7C+12Gebrauchtwagen.de
11,BMW X3 xDrive30d ZA,49.540 €,ca. 210 kW (286PS),30.501 km,EZ 11/2021,"Diesel, ca. 5,5 l/100 km (komb.)*, ca. 145 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972341663?num_on_page=1&page=6&premium=false&title=Alle+gebrauchten+BMW+in+Jena+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2341663?num_on_page=1&page=6&premium=false&title=Alle+gebrauchten+BMW+in+Jena+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW 530i Touring,46.450 €,ca. 185 kW (252PS),23.500 km,EZ 06/2022,"Benzin, ca. 5,8 l/100 km (komb.)*, ca. 133 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972345102?num_on_page=3&page=4&premium=false&title=Alle+gebrauchten+BMW+in+Norderstedt+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2345102?num_on_page=3&page=4&premium=false&title=Alle+gebrauchten+BMW+in+Norderstedt+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW 520d xDrive Touring,31.640 €,ca. 140 kW (190PS),89.348 km,EZ 12/2019,"Diesel, ca. 4,7 l/100 km (komb.)*, ca. 124 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972344792?num_on_page=4&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2344792?num_on_page=4&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 530i xDrive Limousine Luxury Line,47.640 €,ca. 185 kW (252PS),25.049 km,EZ 03/2022,"Benzin, ca. 6,1 l/100 km (komb.)*, ca. 140 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972338001?num_on_page=5&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2338001?num_on_page=5&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 118i,24.540 €,ca. 103 kW (140PS),35.698 km,EZ 01/2020,"Benzin, ca. 5,4 l/100 km (komb.)*, ca. 122 g CO₂/km (komb.)*, B",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355551?num_on_page=5&page=5&premium=false&title=BMW+1er+gebraucht+kaufen+%7C+12Gebrauchtwagen.d-2355551?num_on_page=5&page=5&premium=false&title=BMW+1er+gebraucht+kaufen+%7C+12Gebrauchtwagen.de
11,BMW 320d Touring,40.685 €,ca. 140 kW (190PS),12.400 km,EZ 10/2021,"Diesel, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972333817?num_on_page=6&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2333817?num_on_page=6&page=33&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW X4 M40d,70.850 €,ca. 250 kW (340PS),25.960 km,EZ 05/2022,"Diesel, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972340202?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+X4+mit+Diesel+auf+einen+Blic-2340202?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+X4+mit+Diesel+auf+einen+Blick
11,BMW 320i Touring,39.450 €,ca. 135 kW (184PS),21.169 km,EZ 07/2022,"Benzin, ca. 6,0 l/100 km (komb.)*, ca. 137 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972340001?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2340001?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW 330i xDrive Limousine MX,55.990 €,ca. 180 kW (245PS),10 km,EZ 05/2023,"Benzin, ca. 0 g CO₂/km (komb.)*, A+++",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354499?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+330+mit+Benzin+auf+einen+Blic-2354499?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+330+mit+Benzin+auf+einen+Blick
11,BMW 118i,37.110 €,ca. 100 kW (136PS),100 km,EZ 05/2023,"Benzin, ca. -1,0 l/100 km (komb.)*, ca. 0 g CO₂/km (komb.)*, A",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355168?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2355168?num_on_page=3&page=1&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW X2 xDrive20d,30.450 €,ca. 140 kW (190PS),43.955 km,EZ 07/2018,"Diesel, ca. 4,8 l/100 km (komb.)*, ca. 126 g CO₂/km (komb.)*, A",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355311?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+X2+mit+Diesel+auf+einen+Blic-2355311?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+X2+mit+Diesel+auf+einen+Blick
11,BMW 630i Gran Turismo,57.840 €,ca. 190 kW (258PS),26.304 km,EZ 09/2022,"Benzin, ca. -1,0 l/100 km (komb.)*, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355323?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+6er+Gran+Coup%C3%A9+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2355323?num_on_page=3&page=1&premium=false&title=Alle+gebrauchten+BMW+6er+Gran+Coup%C3%A9+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW X2 sDrive20i,29.990 €,ca. 141 kW (192PS),35.800 km,EZ 08/2018,"Benzin, ca. 5,9 l/100 km (komb.)*, ca. 134 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972354704?num_on_page=2&page=2&premium=false&title=BMW+X2+gebraucht+kaufen+%7C+12Gebrauchtwagen.d-2354704?num_on_page=2&page=2&premium=false&title=BMW+X2+gebraucht+kaufen+%7C+12Gebrauchtwagen.de
11,BMW 430i Gran Coupé,47.840 €,ca. 180 kW (245PS),25.500 km,EZ 09/2022,"Benzin, ca. 0 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972351589?num_on_page=1&page=34&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2351589?num_on_page=1&page=34&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
11,BMW X5 xDrive35i,42.990 €,ca. 225 kW (306PS),113.880 km,EZ 10/2017,"Benzin, ca. 8,5 l/100 km (komb.)*, ca. 199 g CO₂/km (komb.)*",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972348356?num_on_page=3&page=6&premium=false&title=Alle+gebrauchten+BMW+in+Jena+auf+einen+Blick+%7C+12Gebrauchtwagen.d-2348356?num_on_page=3&page=6&premium=false&title=Alle+gebrauchten+BMW+in+Jena+auf+einen+Blick+%7C+12Gebrauchtwagen.de
11,BMW X5 xDrive30d,73.690 €,ca. 195 kW (265PS),39.392 km,EZ 09/2019,"Diesel, ca. 6,2 l/100 km (komb.)*, ca. 162 g CO₂/km (komb.)*, A",gefunden auf BMW,https://www.12gebrauchtwagen.de/c/26/972355396?num_on_page=2&page=34&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.d-2355396?num_on_page=2&page=34&premium=false&title=Autosuche%3A+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
